CASE_NUMBER,DATE,VICTIMIZATION_PRIMARY,INCIDENT_PRIMARY,GUNSHOT_INJURY_I,COMMUNITY_AREA,STREET_OUTREACH_ORGANIZATION,AREA,DISTRICT,BEAT,AGE,SEX,RACE,VICTIMIZATION_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION
HY498680,11/12/15,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,30-39,M,BLK,FIRST DEGREE MURDER,11,5,10,PORCH
HY505611,11/17/15,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,30-39,M,BLK,FIRST DEGREE MURDER,11,3,23,STREET
HY509229,11/20/15,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,FIRST DEGREE MURDER,11,6,19,AUTO
HY509513,11/21/15,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,30-39,M,BLK,FIRST DEGREE MURDER,11,7,1,STREET
HY511115,11/22/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,11,1,14,STREET
HY511394,11/22/15,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,30-39,M,BLK,FIRST DEGREE MURDER,11,1,19,STREET
HY511439,11/22/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,0-19,M,BLK,FIRST DEGREE MURDER,11,1,20,STREET
HY514161,11/25/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,50-59,M,BLK,FIRST DEGREE MURDER,11,4,2,STREET
HY515241,11/25/15,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1134,0-19,M,BLK,FIRST DEGREE MURDER,11,4,23,STREET
HY516538,11/27/15,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,WWH,FIRST DEGREE MURDER,11,6,13,AUTO
HY517759,11/28/15,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,20-29,M,BLK,FIRST DEGREE MURDER,11,7,17,YARD
HY518381,11/29/15,HOMICIDE,HOMICIDE,NO,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,F,BLK,FIRST DEGREE MURDER,11,1,9,HOUSE
HY518961,11/29/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,11,1,19,YARD
HY524769,12/4/15,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,30-39,M,BLK,FIRST DEGREE MURDER,12,6,15,STREET
HY528984,12/8/15,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,FIRST DEGREE MURDER,12,3,7,STREET
HY535056,12/12/15,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,225,0-19,M,BLK,FIRST DEGREE MURDER,12,7,23,STREET
HY535398,12/13/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,12,1,10,STREET
HY540283,12/17/15,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,30-39,M,BLK,FIRST DEGREE MURDER,12,5,8,TRUCK
HY547060,12/22/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,711,0-19,M,BLK,FIRST DEGREE MURDER,12,3,21,STREET
HY549155,12/24/15,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,30-39,M,BLK,FIRST DEGREE MURDER,12,5,16,STREET
HY549737,12/25/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,732,20-29,M,BLK,FIRST DEGREE MURDER,12,6,11,STREET
HY550929,12/26/15,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,FIRST DEGREE MURDER,12,7,19,STREET
HY551250,12/27/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood | Acclivus Washington Park,1,2,232,20-29,F,BLK,FIRST DEGREE MURDER,12,1,2,STREET
HY551250,12/27/15,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood | Acclivus Washington Park,1,2,232,20-29,M,BLK,FIRST DEGREE MURDER,12,1,2,STREET
HZ101042,1/1/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,30-39,M,BLK,FIRST DEGREE MURDER,1,6,22,AUTO
HZ103309,1/4/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,FIRST DEGREE MURDER,1,2,8,STREET
HZ106402,1/6/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,20-29,M,BLK,FIRST DEGREE MURDER,1,4,17,PARKING LOT
HZ109011,1/8/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,20-29,M,BLK,FIRST DEGREE MURDER,1,6,20,STREET
HZ112330,1/11/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1531,20-29,M,BLK,FIRST DEGREE MURDER,1,2,21,STREET
HZ113821,1/13/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,FIRST DEGREE MURDER,1,4,9,STREET
HZ123801,1/21/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644,4,11,1111,20-29,M,BLK,FIRST DEGREE MURDER,1,5,19,STREET
HZ125462,1/23/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,20-29,M,BLK,FIRST DEGREE MURDER,1,7,7,STREET
HZ126759,1/24/16,HOMICIDE,HOMICIDE,NO,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,1,1,9,APARTMENT
HZ127802,1/25/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,M,BLK,FIRST DEGREE MURDER,1,2,9,STREET
HZ127959,1/25/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,0-19,M,BLK,FIRST DEGREE MURDER,1,2,11,STREET
HZ129627,1/26/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,FIRST DEGREE MURDER,1,3,16,STREET
HZ133792,1/30/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,0-19,M,BLK,FIRST DEGREE MURDER,1,7,1,STREET
HZ133857,1/30/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,FIRST DEGREE MURDER,1,7,2,STREET
HZ136077,2/1/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,40-49,M,BLK,FIRST DEGREE MURDER,2,2,0,POOLROOM
HZ138288,2/2/16,HOMICIDE,HOMICIDE,NO,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,30-39,M,BLK,FIRST DEGREE MURDER,2,3,19,STREET
HZ138606,2/3/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,0-19,M,BLK,FIRST DEGREE MURDER,2,4,8,STREET
HZ142006,2/5/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,FIRST DEGREE MURDER,2,6,23,APARTMENT
HZ144354,2/8/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,30-39,M,BLK,FIRST DEGREE MURDER,2,2,9,AUTO
HZ149984,2/13/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,F,BLK,FIRST DEGREE MURDER,2,7,5,HOUSE
HZ158821,2/20/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,0-19,M,BLK,FIRST DEGREE MURDER,2,7,14,ALLEY
HZ160701,2/22/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,20-29,M,BLK,FIRST DEGREE MURDER,2,2,9,STREET
HZ163102,2/24/16,HOMICIDE,HOMICIDE,NO,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1014,30-39,M,BLK,FIRST DEGREE MURDER,2,4,7,ALLEY
HZ163823,2/24/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,20-29,M,BLK,FIRST DEGREE MURDER,2,4,18,STREET
HZ163828,2/24/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1524,0-19,M,BLK,FIRST DEGREE MURDER,2,4,18,STREET
HZ170956,3/1/16,HOMICIDE,HOMICIDE,NO,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,FIRST DEGREE MURDER,3,3,17,STREET
HZ171909,3/2/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,20-29,M,BLK,FIRST DEGREE MURDER,3,4,13,CLEANERS/LAUNDROMAT
HZ181474,3/10/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1113,30-39,M,BLK,FIRST DEGREE MURDER,3,5,4,VACANT LOT
HZ182882,3/11/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,FIRST DEGREE MURDER,3,6,9,AUTO
HZ183749,3/11/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,3,6,20,STREET
HZ185383,3/13/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,0-19,M,BLK,FIRST DEGREE MURDER,3,1,6,VACANT LOT
HZ188579,3/15/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,20-29,M,BLK,FIRST DEGREE MURDER,3,3,19,RETAIL STORE
HZ188784,3/15/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,30-39,M,BLK,FIRST DEGREE MURDER,3,3,23,STREET
HZ196125,3/21/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,735,30-39,M,BLK,FIRST DEGREE MURDER,3,2,20,AUTO
HZ196585,3/22/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,FIRST DEGREE MURDER,3,3,10,STREET
HZ201953,3/26/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,FIRST DEGREE MURDER,3,7,14,STREET
HZ208332,3/31/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,FIRST DEGREE MURDER,3,5,16,STREET
HZ208332,3/31/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,40-49,F,BLK,FIRST DEGREE MURDER,3,5,16,STREET
HZ215033,4/6/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,WWH,FIRST DEGREE MURDER,4,4,1,PARKING LOT
HZ217559,4/7/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1111,20-29,M,WWH,FIRST DEGREE MURDER,4,5,23,STREET
HZ227783,4/15/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,732,30-39,M,BLK,FIRST DEGREE MURDER,4,6,23,GARAGE
HZ227783,4/15/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,732,30-39,M,BLK,FIRST DEGREE MURDER,4,6,23,GARAGE
HZ229167,4/17/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,30-39,M,BLK,FIRST DEGREE MURDER,4,1,1,STREET
HZ236683,4/23/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,20-29,M,WWH,FIRST DEGREE MURDER,4,7,0,STREET
HZ237802,4/24/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,20-29,M,BLK,FIRST DEGREE MURDER,4,1,0,ALLEY
HZ238862,4/24/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,30-39,M,BLK,FIRST DEGREE MURDER,4,1,23,STREET
HZ238862,4/24/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,M,BLK,FIRST DEGREE MURDER,4,1,23,STREET
HZ239770,4/25/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,0-19,M,BLK,FIRST DEGREE MURDER,4,2,17,STREET
HZ245274,4/29/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,FIRST DEGREE MURDER,4,6,20,STREET
HZ245561,4/30/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,READI 60623,4,10,1013,30-39,M,BLK,FIRST DEGREE MURDER,4,7,2,STREET
HZ245624,4/30/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,0-19,M,BLK,FIRST DEGREE MURDER,4,7,5,GANGWAY
HZ248984,5/2/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,0-19,M,BLK,FIRST DEGREE MURDER,5,2,22,STREET
HZ249724,5/3/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,FIRST DEGREE MURDER,5,3,13,STREET
HZ254577,5/7/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,732,30-39,M,BLK,FIRST DEGREE MURDER,5,7,1,STREET
HZ255700,5/7/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,FIRST DEGREE MURDER,5,7,23,STREET
HZ256000,5/8/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,FIRST DEGREE MURDER,5,1,9,STREET
HZ256216,5/8/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,FIRST DEGREE MURDER,5,1,13,STREET
HZ256331,5/8/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,0-19,M,BLK,FIRST DEGREE MURDER,5,1,15,STREET
HZ259563,5/11/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,50-59,M,BLK,FIRST DEGREE MURDER,5,4,0,YARD
HZ260932,5/11/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,30-39,F,BLK,FIRST DEGREE MURDER,5,4,23,HOUSE
HZ260932,5/11/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,50-59,M,BLK,FIRST DEGREE MURDER,5,4,23,HOUSE
HZ260932,5/11/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,30-39,F,BLK,FIRST DEGREE MURDER,5,4,23,HOUSE
HZ262777,5/13/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,40-49,M,BLK,FIRST DEGREE MURDER,5,6,12,AUTO
HZ264420,5/14/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,FIRST DEGREE MURDER,5,7,15,STREET
HZ265167,5/15/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,FIRST DEGREE MURDER,5,1,7,STREET
HZ265551,5/15/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,M,BLK,FIRST DEGREE MURDER,5,1,14,STREET
HZ265978,5/15/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,0-19,M,BLK,FIRST DEGREE MURDER,5,1,20,STREET
HZ271793,5/20/16,HOMICIDE,HOMICIDE,NO,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,FIRST DEGREE MURDER,5,6,5,HOUSE
HZ273076,5/21/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,READI 60621 | Acclivus Washington Park,1,2,225,30-39,M,BLK,FIRST DEGREE MURDER,5,7,0,STREET
HZ273852,5/21/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,20-29,M,BLK,FIRST DEGREE MURDER,5,7,16,STREET
HZ274048,5/21/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,5,7,19,STREET
HZ275089,5/22/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,FIRST DEGREE MURDER,5,1,16,STREET
HZ278320,5/24/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,0-19,M,BLK,FIRST DEGREE MURDER,5,3,20,STREET
HZ280709,5/26/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,30-39,M,BLK,FIRST DEGREE MURDER,5,5,15,BARBER SHOP/BEAUTY SALON
HZ281378,5/27/16,HOMICIDE,HOMICIDE,NO,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,5,6,0,AUTO
HZ281572,5/27/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,225,20-29,M,BLK,FIRST DEGREE MURDER,5,6,7,APARTMENT
HZ282115,5/27/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,FIRST DEGREE MURDER,5,6,14,PORCH
HZ283873,5/28/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1132,20-29,F,BLK,FIRST DEGREE MURDER,5,7,20,AUTO
HZ286621,5/30/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,40-49,M,BLK,FIRST DEGREE MURDER,5,2,23,STREET
HZ291191,6/2/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,30-39,M,BLK,FIRST DEGREE MURDER,6,5,22,STREET
HZ292777,6/4/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,30-39,M,BLK,FIRST DEGREE MURDER,6,7,2,ALLEY
HZ292845,6/4/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,30-39,M,BLK,FIRST DEGREE MURDER,6,7,5,STREET
HZ297062,6/7/16,HOMICIDE,HOMICIDE,NO,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,70-79,M,BLK,FIRST DEGREE MURDER,6,3,10,NURSING HOME
HZ299222,6/8/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,0-19,M,BLK,FIRST DEGREE MURDER,6,4,20,STREET
HZ302103,6/10/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621,1,7,711,20-29,M,BLK,FIRST DEGREE MURDER,6,6,20,STREET
HZ303310,6/11/16,HOMICIDE,HOMICIDE,NO,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,0-19,F,BLK,FIRST DEGREE MURDER,6,7,16,HOUSE
HZ303359,6/11/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,0-19,F,BLK,FIRST DEGREE MURDER,6,7,18,ABANDONED BUILDING
HZ304009,6/12/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,30-39,M,BLK,FIRST DEGREE MURDER,6,1,8,AUTO
HZ305498,6/13/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,722,0-19,M,BLK,FIRST DEGREE MURDER,6,2,11,AUTO
HZ306312,6/13/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,FIRST DEGREE MURDER,6,2,21,STREET
HZ306382,6/13/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,6,2,22,STREET
HZ306529,6/14/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1531,30-39,M,BLK,FIRST DEGREE MURDER,6,3,3,STREET
HZ309291,6/15/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,FIRST DEGREE MURDER,6,4,20,STREET
HZ310726,6/16/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,30-39,M,BLK,FIRST DEGREE MURDER,6,5,21,STREET
HZ312178,6/17/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,0-19,M,BLK,FIRST DEGREE MURDER,6,6,21,ALLEY
HZ312274,6/17/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,READI 60623,4,10,1013,20-29,M,BLK,FIRST DEGREE MURDER,6,6,22,STREET
HZ312582,6/18/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,FIRST DEGREE MURDER,6,7,6,STREET
HZ314673,6/19/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,FIRST DEGREE MURDER,6,1,18,APARTMENT
HZ315026,6/20/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,FIRST DEGREE MURDER,6,2,0,TAVERN
HZ320194,6/21/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,BLK,FIRST DEGREE MURDER,6,3,8,APARTMENT
HZ320805,6/23/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,FIRST DEGREE MURDER,6,5,21,ALLEY
HZ320830,6/23/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,M,BLK,FIRST DEGREE MURDER,6,5,22,STREET
HZ313351,6/18/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,FIRST DEGREE MURDER,6,7,18,STREET
HZ323373,6/25/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,60-69,M,BLK,FIRST DEGREE MURDER,6,7,18,STREET
HZ326242,6/27/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,20-29,M,BLK,FIRST DEGREE MURDER,6,2,21,STREET
HZ326350,6/27/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,40-49,M,BLK,FIRST DEGREE MURDER,6,2,23,VACANT LOT
HZ330260,6/30/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,0-19,M,BLK,FIRST DEGREE MURDER,6,5,22,ABANDONED BUILDING
HZ330646,7/1/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,FIRST DEGREE MURDER,7,6,0,AUTO
HZ330831,7/1/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,733,30-39,M,BLK,FIRST DEGREE MURDER,7,6,6,STREET
HZ338299,7/6/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,0-19,M,BLK,FIRST DEGREE MURDER,7,4,16,PORCH
