CASE_NUMBER,DATE,VICTIMIZATION_PRIMARY,INCIDENT_PRIMARY,GUNSHOT_INJURY_I,COMMUNITY_AREA,STREET_OUTREACH_ORGANIZATION,AREA,DISTRICT,BEAT,AGE,SEX,RACE,VICTIMIZATION_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION
JB348983,7/14/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,UNKNOWN,AGGRAVATED - HANDGUN,7,7,3,RESIDENCE PORCH/HALLWAY
JB348983,7/14/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,3,RESIDENCE PORCH/HALLWAY
JB348983,7/14/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,M,BLK,AGGRAVATED - HANDGUN,7,7,3,RESIDENCE PORCH/HALLWAY
JB350154,7/14/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,23,RESIDENTIAL YARD (FRONT/BACK)
JB352425,7/16/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,17,SIDEWALK
JB354385,7/18/18,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,3,312,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,2,STREET
JB354385,7/18/18,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,3,312,30-39,M,BLK,AGGRAVATED - HANDGUN,7,4,2,STREET
JB355160,7/18/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,15,STREET
JB355192,7/18/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,16,SIDEWALK
JB355192,7/18/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,16,SIDEWALK
JB355481,7/18/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,19,STREET
JB355839,7/19/18,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1531,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,1,SIDEWALK
JB356629,7/19/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,16,SIDEWALK
JB357131,7/20/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,60-69,M,BLK,AGGRAVATED - HANDGUN,7,6,0,RESIDENCE - YARD (FRONT / BACK)
JB357169,7/20/18,ROBBERY,ROBBERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,20-29,F,BLK,ATTEMPT ARMED - HANDGUN,7,6,1,VEHICLE NON-COMMERCIAL
JB358543,7/21/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,0,SIDEWALK
JB358986,7/21/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,11,SIDEWALK
JB358986,7/21/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,11,SIDEWALK
JB359443,7/21/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,17,STREET
JB359443,7/21/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,F,BLK,AGGRAVATED - HANDGUN,7,7,17,STREET
JB359960,7/22/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,0-19,F,BLK,AGGRAVATED - HANDGUN,7,1,1,STREET
JB359960,7/22/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,1,STREET
JB360092,7/22/18,BATTERY,HOMICIDE,YES,ENGLEWOOD,READI 60621,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,5,STREET
JB360494,7/22/18,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,13,SIDEWALK
JB360968,7/22/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1024,0-19,M,BLK,AGGRAVATED - HANDGUN,7,1,21,SIDEWALK
JB361027,7/22/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,22,SIDEWALK
JB361027,7/22/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,22,SIDEWALK
JB361083,7/23/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,0,SIDEWALK
JB361111,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,0,RESIDENCE
JB361141,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,711,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,1,STREET
JB361915,7/23/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,30-39,M,BLK,AGGRAVATED - HANDGUN,7,2,15,STREET
JB362442,7/23/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,40-49,F,BLK,AGGRAVATED - HANDGUN,7,2,21,SIDEWALK
JB362566,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,F,BLK,AGGRAVATED - HANDGUN,7,2,23,STREET
JB362566,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,0-19,F,BLK,AGGRAVATED - HANDGUN,7,2,23,STREET
JB362566,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,M,UNKNOWN,AGGRAVATED - HANDGUN,7,2,23,STREET
JB362566,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,23,STREET
JB362566,7/23/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,23,STREET
HZ565092,12/26/16,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,4,11,1125,30-39,M,BLK,AGGRAVATED - HANDGUN,12,2,4,STREET
JB363754,7/24/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,AGGRAVATED - HANDGUN,7,3,19,STREET
JB363754,7/24/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,30-39,M,BLK,AGGRAVATED - HANDGUN,7,3,19,STREET
JB364035,7/24/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,20-29,M,BLK,AGGRAVATED - HANDGUN,7,3,23,PARK PROPERTY
JB365372,7/25/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,21,SIDEWALK
JB365592,7/26/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,2,STREET
JB368386,7/27/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,30-39,F,BLK,AGGRAVATED - HANDGUN,7,6,23,STREET
JB368598,7/28/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,5,STREET
JB368604,7/28/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,4,STREET
JB369004,7/28/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,13,SIDEWALK
JB369376,7/28/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,0-19,M,BLK,AGGRAVATED - HANDGUN,7,7,18,ALLEY
JB369738,7/29/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK
JB369802,7/29/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,2,PARKING LOT/GARAGE(NON.RESID.)
JB369811,7/29/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,7,1,2,SIDEWALK
JB370515,7/29/18,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,17,SIDEWALK
JB370621,7/29/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,18,STREET
JB371023,7/30/18,ROBBERY,ROBBERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,0-19,M,BLK,ATTEMPT ARMED - HANDGUN,7,2,2,RESIDENTIAL YARD (FRONT/BACK)
JB372091,7/30/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,19,SIDEWALK
JB372091,7/30/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,19,SIDEWALK
JB372091,7/30/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,30-39,M,UNKNOWN,AGGRAVATED - HANDGUN,7,2,19,SIDEWALK
JB372091,7/30/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,19,SIDEWALK
JB372284,7/30/18,ROBBERY,ROBBERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,60-69,M,BLK,ATTEMPT ARMED - HANDGUN,7,2,21,ALLEY
JB372294,7/30/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,22,STREET
JB373733,7/31/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,7,3,21,SIDEWALK
JB374383,8/1/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,AGGRAVATED - HANDGUN,8,4,12,SIDEWALK
JB374680,8/1/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,40-49,M,BLK,AGGRAVATED - HANDGUN,8,4,16,STREET
JB375274,8/1/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,30-39,M,BLK,AGGRAVATED - HANDGUN,8,4,23,SIDEWALK
JB376213,8/2/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,8,5,16,STREET
JB376289,8/2/18,ROBBERY,ROBBERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,50-59,M,BLK,AGGRAVATED VEHICULAR HIJACKING,8,5,17,STREET
JB376725,8/2/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,READI 60623,4,10,1013,30-39,F,BLK,AGGRAVATED - HANDGUN,8,5,21,RESIDENCE
JB377084,8/3/18,ROBBERY,ROBBERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,20-29,M,BLK,ARMED - HANDGUN,8,6,9,STREET
JB377296,8/3/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,12,SIDEWALK
JB379119,8/4/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,20-29,M,BLK,AGGRAVATED - HANDGUN,8,7,15,SIDEWALK
JB379715,8/5/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1014,0-19,F,BLK,AGGRAVATED - HANDGUN,8,1,0,STREET
JB379715,8/5/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1014,20-29,M,BLK,AGGRAVATED - HANDGUN,8,1,0,STREET
JB379715,8/5/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1014,0-19,M,BLK,AGGRAVATED - HANDGUN,8,1,0,STREET
JB379715,8/5/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1014,0-19,M,BLK,AGGRAVATED - HANDGUN,8,1,0,STREET
JB377942,8/3/18,ROBBERY,ROBBERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,4,11,1134,60-69,M,BLK,AGGRAVATED VEHICULAR HIJACKING,8,6,19,PARKING LOT / GARAGE (NON RESIDENTIAL)
JB378181,8/3/18,ROBBERY,ROBBERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,4,11,1124,0-19,M,BLK,ARMED - HANDGUN,8,6,23,SIDEWALK
JB379731,8/5/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,0-19,M,BLK,AGGRAVATED - HANDGUN,8,1,0,STREET
JB379835,8/5/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,40-49,F,BLK,AGGRAVATED - HANDGUN,8,1,2,RESIDENCE - YARD (FRONT / BACK)
JB379835,8/5/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,20-29,F,BLK,AGGRAVATED - HANDGUN,8,1,2,RESIDENCE - YARD (FRONT / BACK)
JB379835,8/5/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,20-29,F,BLK,AGGRAVATED - HANDGUN,8,1,2,RESIDENCE - YARD (FRONT / BACK)
JB380935,8/5/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,0-19,M,BLK,AGGRAVATED - HANDGUN,8,1,1,RESIDENCE PORCH/HALLWAY
JB381100,8/6/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,8,2,0,SIDEWALK
JB381839,8/6/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,30-39,M,BLK,AGGRAVATED - HANDGUN,8,2,14,SIDEWALK
JB382593,8/6/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,40-49,M,BLK,AGGRAVATED - HANDGUN,8,2,23,SIDEWALK
JB382606,8/6/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,8,2,23,GAS STATION
JB383594,8/7/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,8,3,17,STREET
JB384159,8/8/18,BATTERY,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,M,WWH,AGGRAVATED - HANDGUN,8,4,3,STREET
JB384159,8/8/18,BATTERY,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,F,WWH,AGGRAVATED - HANDGUN,8,4,3,STREET
JB384159,8/8/18,BATTERY,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,0-19,M,WWH,AGGRAVATED - HANDGUN,8,4,3,STREET
JB384811,8/8/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,AGGRAVATED - HANDGUN,8,4,14,SIDEWALK
JB384811,8/8/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,AGGRAVATED - HANDGUN,8,4,14,SIDEWALK
JB385760,8/9/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,AGGRAVATED - HANDGUN,8,5,9,SIDEWALK
JB386027,8/9/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,0-19,F,BLK,AGGRAVATED - HANDGUN,8,5,12,SIDEWALK
JB386027,8/9/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,8,5,12,SIDEWALK
JB386027,8/9/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,0-19,M,BLK,AGGRAVATED - HANDGUN,8,5,12,SIDEWALK
JB386887,8/10/18,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,0,SIDEWALK
JB387633,8/10/18,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,15,SIDEWALK
JB387986,8/10/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,19,STREET
JB388146,8/10/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB388146,8/10/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB388427,8/11/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,M,BLK,AGGRAVATED - HANDGUN,8,7,2,SIDEWALK
JB388427,8/11/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,AGGRAVATED - HANDGUN,8,7,2,SIDEWALK
JB388432,8/11/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,8,7,1,STREET
JB388524,8/11/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,AGGRAVATED - HANDGUN,8,7,6,APARTMENT
JB389015,8/11/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,30-39,M,BLK,AGGRAVATED - HANDGUN,8,7,14,SIDEWALK
JB389603,8/11/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,0-19,M,BLK,AGGRAVATED - HANDGUN,8,7,23,RESIDENCE
JB389778,8/12/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,20-29,F,BLK,AGGRAVATED - HANDGUN,8,1,3,RESIDENCE PORCH/HALLWAY
JB389824,8/12/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,30-39,F,BLK,AGGRAVATED - HANDGUN,8,1,4,STREET
JB390333,8/12/18,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,8,1,14,SIDEWALK
JB390519,8/12/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,8,1,17,STREET
JB390970,8/13/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,AGGRAVATED - HANDGUN,8,2,0,VEHICLE NON-COMMERCIAL
JB392329,8/13/18,ROBBERY,ROBBERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,ATTEMPT ARMED - HANDGUN,8,2,19,OTHER
JB392509,8/14/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,20-29,M,BLK,AGGRAVATED - HANDGUN,8,3,0,SIDEWALK
JB393984,8/15/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,20-29,F,BLK,AGGRAVATED - HANDGUN,8,4,0,SIDEWALK
JB394053,8/15/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,50-59,F,BLK,AGGRAVATED - HANDGUN,8,4,3,SIDEWALK
JB394778,8/15/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,30-39,M,BLK,AGGRAVATED - HANDGUN,8,4,15,STREET
JB394778,8/15/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,8,4,15,STREET
JB396790,8/17/18,ROBBERY,ROBBERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,50-59,M,WWH,ARMED - HANDGUN,8,6,1,APARTMENT
JB397329,8/17/18,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,2,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,0-19,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,F,WWH,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397880,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,20-29,M,BLK,AGGRAVATED - HANDGUN,8,6,20,SIDEWALK
JB397944,8/17/18,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,0-19,M,BLK,AGGRAVATED - HANDGUN,8,6,21,STREET
JB398099,8/17/18,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,0-19,M,BLK,AGGRAVATED - HANDGUN,8,6,23,RESIDENCE
JB398271,8/18/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1524,30-39,M,BLK,AGGRAVATED - HANDGUN,8,7,4,STREET
JB398944,8/18/18,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,AGGRAVATED - HANDGUN,8,7,16,STREET
JB399518,8/19/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,F,BLK,AGGRAVATED - HANDGUN,8,1,1,SIDEWALK
JB399518,8/19/18,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,AGGRAVATED - HANDGUN,8,1,1,SIDEWALK
